EvidenceID,CaseID,EvidenceType,CollectedDate,Status,ForensicLab,Verified
402,133,Laptop,2024-01-01,Verified,Bengaluru FSL,True
403,133,CCTV Footage,2024-01-01,Verified,Mysuru FSL,False
404,133,SIM Card,2024-01-01,Verified,Mysuru FSL,False
405,133,USB Drive,2024-01-01,Sent to FSL,Mangaluru FSL,False
406,134,Hard Disk,2022-11-29,Rejected,Mysuru FSL,False
407,134,Knife,2022-11-29,Rejected,Bengaluru FSL,True
408,134,Drug Sample,2022-11-29,Sent to FSL,Mangaluru FSL,True
409,134,Mobile Phone,2022-11-29,Sent to FSL,Mangaluru FSL,False
410,135,USB Drive,2022-01-15,Pending Analysis,Mysuru FSL,True
411,135,Fingerprint,2022-01-15,Sent to FSL,Mangaluru FSL,True
412,135,Vehicle,2022-01-15,Pending Analysis,Mysuru FSL,False
413,135,Document,2022-01-15,Collected,Mysuru FSL,False
414,136,DNA Sample,2026-03-19,Pending Analysis,Mangaluru FSL,True
415,136,Blood Sample,2026-03-19,Collected,Mysuru FSL,True
416,136,Drug Sample,2026-03-19,Pending Analysis,Mysuru FSL,True
417,137,Knife,2026-05-28,Sent to FSL,Mysuru FSL,False
418,137,Vehicle,2026-05-28,Rejected,Mangaluru FSL,False
419,137,DNA Sample,2026-05-28,Pending Analysis,Mangaluru FSL,True
420,137,Fingerprint,2026-05-28,Collected,Mysuru FSL,True
421,137,Mobile Phone,2026-05-28,Rejected,Bengaluru FSL,True
422,138,Clothing,2025-10-18,Collected,Mysuru FSL,False
423,138,USB Drive,2025-10-18,Sent to FSL,Mangaluru FSL,True
424,138,Firearm,2025-10-18,Rejected,Mangaluru FSL,True
425,138,Document,2025-10-18,Collected,Bengaluru FSL,False
426,139,Firearm,2023-11-01,Verified,Mysuru FSL,False
427,139,CCTV Footage,2023-11-01,Rejected,Mangaluru FSL,False
428,140,Hard Disk,2023-11-06,Pending Analysis,Mysuru FSL,False
429,141,Knife,2022-10-10,Rejected,Mangaluru FSL,False
430,141,Mobile Phone,2022-10-10,Collected,Bengaluru FSL,False
431,141,Vehicle,2022-10-10,Verified,Mangaluru FSL,True
432,141,Document,2022-10-10,Collected,Bengaluru FSL,True
433,142,DNA Sample,2024-10-29,Sent to FSL,Mysuru FSL,False
434,143,Knife,2023-02-19,Collected,Mangaluru FSL,True
435,143,CCTV Footage,2023-02-19,Rejected,Mysuru FSL,False
436,143,Mobile Phone,2023-02-19,Rejected,Bengaluru FSL,False
437,143,Fingerprint,2023-02-19,Pending Analysis,Mangaluru FSL,True
438,144,SIM Card,2024-08-16,Rejected,Mysuru FSL,True
439,144,Hard Disk,2024-08-16,Collected,Bengaluru FSL,False
440,144,Laptop,2024-08-16,Sent to FSL,Mysuru FSL,True
441,144,Drug Sample,2024-08-16,Verified,Mysuru FSL,False
442,144,DNA Sample,2024-08-16,Verified,Bengaluru FSL,False
443,145,Mobile Phone,2022-06-26,Verified,Bengaluru FSL,False
444,145,Blood Sample,2022-06-26,Sent to FSL,Mysuru FSL,True
445,145,Vehicle,2022-06-26,Pending Analysis,Bengaluru FSL,False
446,145,USB Drive,2022-06-26,Pending Analysis,Mangaluru FSL,False
447,145,Document,2022-06-26,Pending Analysis,Bengaluru FSL,False
448,146,Laptop,2022-03-09,Sent to FSL,Mysuru FSL,True
449,146,Knife,2022-03-09,Sent to FSL,Bengaluru FSL,True
450,146,Clothing,2022-03-09,Sent to FSL,Bengaluru FSL,False
451,147,Knife,2025-06-04,Verified,Mysuru FSL,False
452,147,Laptop,2025-06-04,Pending Analysis,Mangaluru FSL,True
453,147,Firearm,2025-06-04,Verified,Bengaluru FSL,False
454,147,USB Drive,2025-06-04,Collected,Bengaluru FSL,False
455,148,Clothing,2023-07-30,Pending Analysis,Mysuru FSL,True
456,148,USB Drive,2023-07-30,Verified,Mysuru FSL,True
457,148,SIM Card,2023-07-30,Collected,Bengaluru FSL,True
458,148,Mobile Phone,2023-07-30,Sent to FSL,Mangaluru FSL,False
459,149,Drug Sample,2026-08-31,Collected,Mangaluru FSL,False
460,150,Hard Disk,2024-05-25,Sent to FSL,Mysuru FSL,True
461,150,Drug Sample,2024-05-25,Verified,Mangaluru FSL,True
462,150,Blood Sample,2024-05-25,Verified,Mangaluru FSL,True
463,151,Document,2023-11-17,Verified,Bengaluru FSL,True
464,151,Blood Sample,2023-11-17,Collected,Mysuru FSL,False
465,152,Mobile Phone,2026-09-10,Verified,Mysuru FSL,True
466,153,DNA Sample,2024-07-16,Verified,Mysuru FSL,True
467,154,Fingerprint,2022-10-22,Pending Analysis,Mangaluru FSL,True
468,154,Laptop,2022-10-22,Verified,Mangaluru FSL,True
469,154,USB Drive,2022-10-22,Pending Analysis,Mangaluru FSL,False
470,155,DNA Sample,2025-09-17,Rejected,Mysuru FSL,False
471,155,CCTV Footage,2025-09-17,Rejected,Mysuru FSL,False
472,155,Blood Sample,2025-09-17,Collected,Mangaluru FSL,False
473,156,Laptop,2022-09-16,Collected,Bengaluru FSL,True
474,156,Knife,2022-09-16,Sent to FSL,Mysuru FSL,True
475,156,Drug Sample,2022-09-16,Rejected,Bengaluru FSL,False
476,156,USB Drive,2022-09-16,Collected,Mysuru FSL,False
477,157,Mobile Phone,2024-12-01,Pending Analysis,Mangaluru FSL,False
478,157,Blood Sample,2024-12-01,Collected,Mysuru FSL,True
479,157,Hard Disk,2024-12-01,Verified,Mangaluru FSL,True
480,158,Clothing,2025-07-06,Rejected,Mysuru FSL,False
481,158,Hard Disk,2025-07-06,Verified,Mysuru FSL,False
482,159,Hard Disk,2024-12-18,Pending Analysis,Mysuru FSL,False
483,159,Knife,2024-12-18,Verified,Bengaluru FSL,False
484,159,Fingerprint,2024-12-18,Verified,Mangaluru FSL,False
485,159,Laptop,2024-12-18,Rejected,Bengaluru FSL,False
486,159,USB Drive,2024-12-18,Collected,Mangaluru FSL,True
487,160,Firearm,2023-10-21,Collected,Bengaluru FSL,True
488,160,Vehicle,2023-10-21,Collected,Mangaluru FSL,False
489,160,SIM Card,2023-10-21,Collected,Mysuru FSL,False
490,160,Knife,2023-10-21,Collected,Bengaluru FSL,True
491,160,USB Drive,2023-10-21,Verified,Mysuru FSL,False
492,161,Blood Sample,2022-01-06,Sent to FSL,Mangaluru FSL,True
493,161,Drug Sample,2022-01-06,Collected,Mysuru FSL,False
494,161,Vehicle,2022-01-06,Collected,Bengaluru FSL,False
495,162,USB Drive,2023-12-27,Verified,Bengaluru FSL,True
496,162,Hard Disk,2023-12-27,Rejected,Mysuru FSL,True
497,162,Mobile Phone,2023-12-27,Collected,Mangaluru FSL,True
498,162,Clothing,2023-12-27,Verified,Mysuru FSL,False
499,163,Vehicle,2023-01-08,Collected,Mangaluru FSL,True
500,163,Document,2023-01-08,Pending Analysis,Mysuru FSL,True
501,164,Hard Disk,2024-02-16,Pending Analysis,Mangaluru FSL,False
502,164,Drug Sample,2024-02-16,Collected,Bengaluru FSL,False
503,164,Mobile Phone,2024-02-16,Rejected,Mangaluru FSL,True
504,165,Fingerprint,2024-12-28,Sent to FSL,Mysuru FSL,True
505,166,USB Drive,2026-07-22,Rejected,Mangaluru FSL,False
506,166,Hard Disk,2026-07-22,Pending Analysis,Mangaluru FSL,False
507,167,Vehicle,2026-03-30,Collected,Mangaluru FSL,True
508,167,Blood Sample,2026-03-30,Sent to FSL,Bengaluru FSL,False
509,167,Laptop,2026-03-30,Sent to FSL,Bengaluru FSL,True
510,167,Knife,2026-03-30,Sent to FSL,Bengaluru FSL,False
511,168,DNA Sample,2022-06-20,Pending Analysis,Mysuru FSL,True
512,168,CCTV Footage,2022-06-20,Collected,Mysuru FSL,False
513,168,Mobile Phone,2022-06-20,Rejected,Mysuru FSL,True
514,168,SIM Card,2022-06-20,Rejected,Mangaluru FSL,True
515,168,Document,2022-06-20,Pending Analysis,Bengaluru FSL,False
516,169,Fingerprint,2023-06-29,Verified,Bengaluru FSL,True
517,170,Mobile Phone,2024-11-06,Rejected,Bengaluru FSL,True
518,171,Vehicle,2026-09-21,Collected,Mysuru FSL,True
519,171,Clothing,2026-09-21,Verified,Bengaluru FSL,False
520,171,Mobile Phone,2026-09-21,Rejected,Bengaluru FSL,False
521,171,SIM Card,2026-09-21,Verified,Bengaluru FSL,True
522,171,DNA Sample,2026-09-21,Collected,Bengaluru FSL,False
523,172,Hard Disk,2023-09-28,Rejected,Mangaluru FSL,False
524,172,Document,2023-09-28,Rejected,Mangaluru FSL,True
525,172,Mobile Phone,2023-09-28,Rejected,Bengaluru FSL,False
526,173,Drug Sample,2022-03-09,Sent to FSL,Mangaluru FSL,True
527,174,Mobile Phone,2024-04-16,Sent to FSL,Mangaluru FSL,False
528,174,CCTV Footage,2024-04-16,Verified,Mysuru FSL,True
529,174,Laptop,2024-04-16,Rejected,Mangaluru FSL,True
530,174,Clothing,2024-04-16,Sent to FSL,Mysuru FSL,True
531,174,DNA Sample,2024-04-16,Rejected,Mysuru FSL,True
532,175,Mobile Phone,2025-12-30,Verified,Mysuru FSL,False
533,175,Drug Sample,2025-12-30,Pending Analysis,Bengaluru FSL,True
534,175,SIM Card,2025-12-30,Pending Analysis,Bengaluru FSL,True
535,175,Vehicle,2025-12-30,Verified,Bengaluru FSL,False
536,176,Firearm,2026-01-14,Verified,Mangaluru FSL,True
537,176,SIM Card,2026-01-14,Pending Analysis,Bengaluru FSL,False
538,176,Laptop,2026-01-14,Verified,Mysuru FSL,True
539,177,DNA Sample,2024-06-11,Sent to FSL,Mysuru FSL,False
540,178,DNA Sample,2025-06-07,Pending Analysis,Mangaluru FSL,False
541,178,Laptop,2025-06-07,Rejected,Mysuru FSL,False
542,178,Clothing,2025-06-07,Sent to FSL,Mangaluru FSL,True
543,178,Knife,2025-06-07,Collected,Mangaluru FSL,True
544,179,Firearm,2022-09-24,Sent to FSL,Mangaluru FSL,True
545,179,Knife,2022-09-24,Rejected,Mangaluru FSL,True
546,180,Laptop,2024-01-08,Sent to FSL,Mangaluru FSL,False
547,181,Hard Disk,2022-12-07,Collected,Mysuru FSL,False
548,181,SIM Card,2022-12-07,Sent to FSL,Bengaluru FSL,True
549,181,USB Drive,2022-12-07,Collected,Mangaluru FSL,True
550,181,Clothing,2022-12-07,Pending Analysis,Mysuru FSL,True
551,182,Clothing,2025-06-19,Pending Analysis,Mangaluru FSL,True
552,182,SIM Card,2025-06-19,Rejected,Mangaluru FSL,True
553,183,Blood Sample,2023-10-21,Rejected,Bengaluru FSL,True
554,183,USB Drive,2023-10-21,Sent to FSL,Bengaluru FSL,True
555,183,Firearm,2023-10-21,Verified,Mysuru FSL,True
556,183,Vehicle,2023-10-21,Pending Analysis,Mysuru FSL,False
557,184,Drug Sample,2024-10-25,Rejected,Mysuru FSL,False
558,184,Mobile Phone,2024-10-25,Sent to FSL,Bengaluru FSL,True
559,184,Fingerprint,2024-10-25,Sent to FSL,Mangaluru FSL,True
560,184,USB Drive,2024-10-25,Pending Analysis,Mangaluru FSL,True
561,185,Firearm,2022-03-29,Pending Analysis,Mysuru FSL,True
562,185,Knife,2022-03-29,Rejected,Mangaluru FSL,False
563,185,SIM Card,2022-03-29,Collected,Bengaluru FSL,False
564,186,Mobile Phone,2025-09-01,Verified,Mangaluru FSL,False
565,186,Document,2025-09-01,Collected,Mangaluru FSL,False
566,186,Vehicle,2025-09-01,Sent to FSL,Bengaluru FSL,False
567,186,Firearm,2025-09-01,Verified,Bengaluru FSL,False
568,187,Vehicle,2022-12-21,Collected,Mangaluru FSL,False
569,187,Drug Sample,2022-12-21,Verified,Mangaluru FSL,True
570,187,Knife,2022-12-21,Verified,Mysuru FSL,True
571,187,Clothing,2022-12-21,Rejected,Mangaluru FSL,True
572,188,CCTV Footage,2023-06-29,Rejected,Mangaluru FSL,True
573,188,Fingerprint,2023-06-29,Verified,Mysuru FSL,False
574,188,Hard Disk,2023-06-29,Collected,Bengaluru FSL,True
575,188,Firearm,2023-06-29,Rejected,Bengaluru FSL,True
576,189,CCTV Footage,2025-05-13,Sent to FSL,Bengaluru FSL,True
577,189,Drug Sample,2025-05-13,Sent to FSL,Mysuru FSL,False
578,189,Firearm,2025-05-13,Verified,Bengaluru FSL,True
579,189,Blood Sample,2025-05-13,Sent to FSL,Bengaluru FSL,True
580,190,Knife,2022-06-02,Collected,Mangaluru FSL,False
581,190,Clothing,2022-06-02,Collected,Mysuru FSL,False
582,191,Mobile Phone,2026-05-02,Rejected,Bengaluru FSL,False
583,191,SIM Card,2026-05-02,Pending Analysis,Bengaluru FSL,False
584,191,Firearm,2026-05-02,Collected,Mysuru FSL,True
585,192,Fingerprint,2023-05-19,Collected,Mangaluru FSL,False
586,193,Vehicle,2025-08-30,Rejected,Mangaluru FSL,False
587,193,Knife,2025-08-30,Rejected,Mysuru FSL,False
588,194,Knife,2023-01-28,Sent to FSL,Bengaluru FSL,True
589,194,USB Drive,2023-01-28,Pending Analysis,Mangaluru FSL,False
590,195,DNA Sample,2022-09-06,Sent to FSL,Mangaluru FSL,False
591,195,USB Drive,2022-09-06,Rejected,Bengaluru FSL,False
592,195,Fingerprint,2022-09-06,Pending Analysis,Mangaluru FSL,True
593,195,Laptop,2022-09-06,Sent to FSL,Mangaluru FSL,False
594,195,Blood Sample,2022-09-06,Verified,Mangaluru FSL,True
595,196,Hard Disk,2026-07-22,Pending Analysis,Bengaluru FSL,False
596,197,Blood Sample,2023-09-22,Sent to FSL,Bengaluru FSL,True
597,197,DNA Sample,2023-09-22,Collected,Mangaluru FSL,False
598,197,Hard Disk,2023-09-22,Rejected,Mangaluru FSL,False
599,197,Drug Sample,2023-09-22,Sent to FSL,Mysuru FSL,False
600,198,Knife,2025-12-19,Verified,Mangaluru FSL,False
601,198,Laptop,2025-12-19,Sent to FSL,Bengaluru FSL,False
602,198,Mobile Phone,2025-12-19,Rejected,Mysuru FSL,False
603,198,USB Drive,2025-12-19,Verified,Mangaluru FSL,True
604,198,Drug Sample,2025-12-19,Sent to FSL,Mangaluru FSL,True
605,199,CCTV Footage,2024-11-05,Sent to FSL,Mangaluru FSL,True
606,199,SIM Card,2024-11-05,Rejected,Mysuru FSL,False
607,199,Fingerprint,2024-11-05,Rejected,Bengaluru FSL,False
608,199,Vehicle,2024-11-05,Collected,Mangaluru FSL,False
609,200,Document,2023-09-30,Sent to FSL,Bengaluru FSL,True
610,200,USB Drive,2023-09-30,Collected,Mysuru FSL,False
611,200,Firearm,2023-09-30,Pending Analysis,Mangaluru FSL,True
612,200,CCTV Footage,2023-09-30,Collected,Mangaluru FSL,False
613,200,Knife,2023-09-30,Verified,Bengaluru FSL,True
614,201,Knife,2024-03-31,Sent to FSL,Bengaluru FSL,True
615,201,Drug Sample,2024-03-31,Rejected,Mysuru FSL,False
616,201,Firearm,2024-03-31,Pending Analysis,Bengaluru FSL,True
617,201,Blood Sample,2024-03-31,Sent to FSL,Mysuru FSL,True
618,202,Vehicle,2025-01-14,Rejected,Bengaluru FSL,True
619,202,Drug Sample,2025-01-14,Rejected,Mysuru FSL,True
620,202,Laptop,2025-01-14,Sent to FSL,Mangaluru FSL,False
621,202,Fingerprint,2025-01-14,Collected,Mangaluru FSL,False
622,203,DNA Sample,2023-03-19,Rejected,Bengaluru FSL,False
623,203,Laptop,2023-03-19,Collected,Mangaluru FSL,False
624,203,Fingerprint,2023-03-19,Verified,Bengaluru FSL,True
625,204,Laptop,2026-11-15,Pending Analysis,Mangaluru FSL,True
626,204,USB Drive,2026-11-15,Collected,Bengaluru FSL,True
627,204,SIM Card,2026-11-15,Collected,Bengaluru FSL,False
628,205,DNA Sample,2025-06-27,Pending Analysis,Bengaluru FSL,True
629,205,SIM Card,2025-06-27,Sent to FSL,Mysuru FSL,False
630,205,Drug Sample,2025-06-27,Rejected,Mysuru FSL,True
631,205,Vehicle,2025-06-27,Collected,Mangaluru FSL,True
632,205,Clothing,2025-06-27,Verified,Mysuru FSL,True
633,206,Vehicle,2022-03-06,Pending Analysis,Mangaluru FSL,False
634,207,Knife,2022-06-16,Pending Analysis,Bengaluru FSL,False
635,207,Clothing,2022-06-16,Sent to FSL,Mysuru FSL,True
636,207,Mobile Phone,2022-06-16,Sent to FSL,Bengaluru FSL,False
637,207,SIM Card,2022-06-16,Pending Analysis,Mangaluru FSL,True
638,207,Firearm,2022-06-16,Verified,Mangaluru FSL,False
639,208,Hard Disk,2026-03-15,Collected,Mysuru FSL,False
640,208,Clothing,2026-03-15,Collected,Bengaluru FSL,True
641,208,Knife,2026-03-15,Collected,Mangaluru FSL,False
642,208,Vehicle,2026-03-15,Rejected,Mysuru FSL,False
643,209,Knife,2024-08-08,Verified,Mysuru FSL,False
644,209,CCTV Footage,2024-08-08,Collected,Mangaluru FSL,False
645,209,Clothing,2024-08-08,Rejected,Bengaluru FSL,True
646,209,Mobile Phone,2024-08-08,Collected,Bengaluru FSL,True
647,209,Vehicle,2024-08-08,Verified,Mysuru FSL,True
648,210,Vehicle,2022-02-22,Sent to FSL,Bengaluru FSL,True
649,211,DNA Sample,2022-06-11,Collected,Mysuru FSL,False
650,212,Document,2024-08-27,Rejected,Bengaluru FSL,False
651,212,USB Drive,2024-08-27,Verified,Bengaluru FSL,True
652,212,SIM Card,2024-08-27,Pending Analysis,Mangaluru FSL,True
653,213,SIM Card,2023-09-03,Sent to FSL,Mysuru FSL,False
654,213,Knife,2023-09-03,Verified,Bengaluru FSL,False
655,213,Firearm,2023-09-03,Sent to FSL,Bengaluru FSL,False
656,214,Blood Sample,2024-01-18,Pending Analysis,Mysuru FSL,True
657,214,Fingerprint,2024-01-18,Rejected,Bengaluru FSL,False
658,214,Drug Sample,2024-01-18,Verified,Bengaluru FSL,False
659,214,Hard Disk,2024-01-18,Rejected,Mangaluru FSL,False
660,215,Vehicle,2026-01-03,Rejected,Bengaluru FSL,False
661,215,SIM Card,2026-01-03,Rejected,Bengaluru FSL,False
662,216,CCTV Footage,2023-01-26,Rejected,Bengaluru FSL,False
663,216,Hard Disk,2023-01-26,Verified,Bengaluru FSL,True
664,217,Clothing,2022-03-26,Rejected,Mangaluru FSL,True
665,217,Vehicle,2022-03-26,Pending Analysis,Mysuru FSL,False
666,218,DNA Sample,2024-12-20,Sent to FSL,Mangaluru FSL,True
667,218,SIM Card,2024-12-20,Rejected,Bengaluru FSL,True
668,218,Fingerprint,2024-12-20,Rejected,Mysuru FSL,False
669,218,Clothing,2024-12-20,Pending Analysis,Mangaluru FSL,True
670,218,Firearm,2024-12-20,Sent to FSL,Mysuru FSL,True
671,219,Mobile Phone,2024-10-16,Rejected,Mangaluru FSL,False
672,219,Vehicle,2024-10-16,Collected,Mysuru FSL,True
673,220,Drug Sample,2024-12-15,Collected,Bengaluru FSL,True
674,220,DNA Sample,2024-12-15,Verified,Mysuru FSL,False
675,220,Clothing,2024-12-15,Rejected,Mysuru FSL,True
676,221,SIM Card,2025-05-18,Rejected,Bengaluru FSL,True
677,221,USB Drive,2025-05-18,Verified,Mysuru FSL,False
678,221,CCTV Footage,2025-05-18,Collected,Mangaluru FSL,True
679,221,DNA Sample,2025-05-18,Collected,Mysuru FSL,False
680,222,Vehicle,2026-04-16,Sent to FSL,Bengaluru FSL,True
681,222,SIM Card,2026-04-16,Verified,Mysuru FSL,True
682,222,Hard Disk,2026-04-16,Pending Analysis,Mangaluru FSL,True
683,222,Drug Sample,2026-04-16,Collected,Mysuru FSL,False
684,222,Blood Sample,2026-04-16,Collected,Bengaluru FSL,False
685,223,Drug Sample,2026-04-04,Sent to FSL,Bengaluru FSL,True
686,223,Laptop,2026-04-04,Sent to FSL,Mangaluru FSL,True
687,223,Hard Disk,2026-04-04,Rejected,Mysuru FSL,False
688,223,Mobile Phone,2026-04-04,Sent to FSL,Mysuru FSL,True
689,224,DNA Sample,2024-02-24,Sent to FSL,Bengaluru FSL,False
690,224,SIM Card,2024-02-24,Sent to FSL,Mysuru FSL,False
691,224,Fingerprint,2024-02-24,Sent to FSL,Mangaluru FSL,False
692,224,Vehicle,2024-02-24,Rejected,Bengaluru FSL,True
693,224,Document,2024-02-24,Rejected,Mysuru FSL,True
694,225,Document,2022-02-18,Pending Analysis,Mysuru FSL,True
695,225,Clothing,2022-02-18,Collected,Mangaluru FSL,True
696,225,CCTV Footage,2022-02-18,Pending Analysis,Bengaluru FSL,True
697,226,Blood Sample,2024-09-13,Pending Analysis,Bengaluru FSL,False
698,226,Firearm,2024-09-13,Sent to FSL,Mangaluru FSL,False
699,226,USB Drive,2024-09-13,Rejected,Mangaluru FSL,False
700,226,Document,2024-09-13,Sent to FSL,Mangaluru FSL,True
701,227,Clothing,2025-05-13,Sent to FSL,Mysuru FSL,True
702,228,Mobile Phone,2023-02-27,Sent to FSL,Mysuru FSL,False
703,228,Clothing,2023-02-27,Pending Analysis,Bengaluru FSL,True
704,228,SIM Card,2023-02-27,Verified,Mysuru FSL,True
705,229,Laptop,2022-03-14,Collected,Bengaluru FSL,False
706,229,Blood Sample,2022-03-14,Sent to FSL,Mangaluru FSL,True
707,229,Clothing,2022-03-14,Collected,Bengaluru FSL,True
708,230,Document,2025-04-29,Pending Analysis,Mangaluru FSL,True
709,230,Hard Disk,2025-04-29,Sent to FSL,Mysuru FSL,True
710,230,CCTV Footage,2025-04-29,Pending Analysis,Mangaluru FSL,True
711,230,Vehicle,2025-04-29,Pending Analysis,Mysuru FSL,False
712,231,Laptop,2025-08-28,Pending Analysis,Bengaluru FSL,True
713,231,Clothing,2025-08-28,Verified,Mysuru FSL,False
714,231,Firearm,2025-08-28,Verified,Bengaluru FSL,True
715,231,Blood Sample,2025-08-28,Verified,Bengaluru FSL,True
716,232,Laptop,2024-02-19,Verified,Mangaluru FSL,True
717,232,Drug Sample,2024-02-19,Collected,Bengaluru FSL,False
718,232,DNA Sample,2024-02-19,Rejected,Mysuru FSL,False
719,232,Document,2024-02-19,Pending Analysis,Bengaluru FSL,False
720,233,DNA Sample,2024-11-24,Pending Analysis,Bengaluru FSL,False
721,233,Drug Sample,2024-11-24,Verified,Mangaluru FSL,False
722,234,USB Drive,2023-12-02,Collected,Mysuru FSL,False
723,234,Fingerprint,2023-12-02,Rejected,Bengaluru FSL,True
724,234,Document,2023-12-02,Sent to FSL,Bengaluru FSL,True
725,234,Laptop,2023-12-02,Rejected,Bengaluru FSL,True
726,234,SIM Card,2023-12-02,Collected,Mysuru FSL,True
727,235,Laptop,2023-05-31,Sent to FSL,Mangaluru FSL,True
728,235,Blood Sample,2023-05-31,Rejected,Mangaluru FSL,False
729,236,Vehicle,2022-12-23,Verified,Bengaluru FSL,True
730,237,Fingerprint,2022-03-16,Verified,Mangaluru FSL,True
731,237,USB Drive,2022-03-16,Rejected,Mysuru FSL,True
732,238,Mobile Phone,2024-08-25,Collected,Mangaluru FSL,True
733,238,SIM Card,2024-08-25,Sent to FSL,Bengaluru FSL,False
734,238,Document,2024-08-25,Collected,Bengaluru FSL,False
735,238,DNA Sample,2024-08-25,Collected,Mangaluru FSL,False
736,239,Laptop,2024-02-29,Sent to FSL,Mysuru FSL,False
737,239,Document,2024-02-29,Pending Analysis,Mysuru FSL,False
738,239,Hard Disk,2024-02-29,Rejected,Mangaluru FSL,True
739,239,Clothing,2024-02-29,Rejected,Bengaluru FSL,True
740,239,Blood Sample,2024-02-29,Collected,Mangaluru FSL,False
741,240,Firearm,2023-10-17,Verified,Mangaluru FSL,False
742,240,USB Drive,2023-10-17,Pending Analysis,Mysuru FSL,True
743,240,Vehicle,2023-10-17,Sent to FSL,Mangaluru FSL,False
744,241,CCTV Footage,2025-06-04,Pending Analysis,Mysuru FSL,False
745,241,Blood Sample,2025-06-04,Sent to FSL,Bengaluru FSL,False
746,241,Firearm,2025-06-04,Verified,Mysuru FSL,True
747,241,Clothing,2025-06-04,Verified,Mysuru FSL,False
748,242,Hard Disk,2026-02-16,Sent to FSL,Bengaluru FSL,True
749,242,SIM Card,2026-02-16,Collected,Mangaluru FSL,False
750,242,Document,2026-02-16,Verified,Bengaluru FSL,True
751,242,Blood Sample,2026-02-16,Pending Analysis,Mysuru FSL,True
752,243,Drug Sample,2023-12-24,Rejected,Mangaluru FSL,True
753,243,CCTV Footage,2023-12-24,Pending Analysis,Bengaluru FSL,False
754,244,SIM Card,2024-03-02,Sent to FSL,Bengaluru FSL,True
755,244,Hard Disk,2024-03-02,Verified,Bengaluru FSL,True
756,244,USB Drive,2024-03-02,Sent to FSL,Bengaluru FSL,True
757,244,Mobile Phone,2024-03-02,Verified,Bengaluru FSL,False
758,244,Drug Sample,2024-03-02,Collected,Mangaluru FSL,False
759,245,Document,2025-02-23,Pending Analysis,Mysuru FSL,True
760,246,SIM Card,2025-05-07,Collected,Mangaluru FSL,True
761,246,Document,2025-05-07,Verified,Mangaluru FSL,True
762,246,CCTV Footage,2025-05-07,Collected,Mangaluru FSL,True
763,246,Hard Disk,2025-05-07,Pending Analysis,Bengaluru FSL,True
764,246,Fingerprint,2025-05-07,Sent to FSL,Mangaluru FSL,True
765,247,Laptop,2025-09-05,Verified,Mangaluru FSL,False
766,248,Mobile Phone,2025-01-20,Verified,Bengaluru FSL,False
767,248,DNA Sample,2025-01-20,Collected,Mangaluru FSL,True
768,248,Fingerprint,2025-01-20,Verified,Bengaluru FSL,False
769,248,Drug Sample,2025-01-20,Pending Analysis,Bengaluru FSL,False
770,248,Clothing,2025-01-20,Pending Analysis,Mysuru FSL,True
