CaseID,FIRNumber,CrimeType,CrimeCategory,District,PoliceStation,Latitude,Longitude,Date,Time,Severity,Status,VictimID,SuspectID,Weapon,RepeatOffender,GangID,EstimatedLoss
147,FIR-100146,Murder,Violent Crime,Mysuru,Bilaspur PS,12.360729524535106,76.56102925130385,2025-04-10,16:32:16,Low,Closed,9897,1128,Blunt Object,False,17,2364
148,FIR-100147,Fraud,Financial Crime,Bengaluru Urban,Ujjain PS,13.008528318832226,77.56545800400428,2026-05-25,15:13:42,Low,Chargesheet Filed,10069,2996,Unknown,False,61,345691
149,FIR-100148,Robbery,Property Crime,Dakshina Kannada,Tenali PS,12.96634898126754,74.84348987598648,2024-09-28,09:37:32,Low,Under Investigation,22062,3315,Unknown,True,121,372469
150,FIR-100149,Fraud,Financial Crime,Mysuru,Karawal Nagar PS,12.375674046953732,76.64785681368127,2025-12-11,04:21:11,High,Under Investigation,3659,1959,Blunt Object,False,229,262881
151,FIR-100150,Cyber Crime,Cyber Crime,Dakshina Kannada,Kakinada PS,12.919348156539916,74.78589677323342,2025-09-12,14:38:17,Low,Chargesheet Filed,11659,963,Gun,True,211,297944
152,FIR-100151,Robbery,Property Crime,Mysuru,Nangloi Jat PS,12.351310875001024,76.66353266839695,2025-06-23,05:42:46,High,Under Investigation,10935,5315,Unknown,True,46,226198
153,FIR-100152,Assault,Violent Crime,Mysuru,Hosur PS,12.370510401415013,76.7113738798897,2025-03-16,21:17:15,Medium,Closed,11098,6650,Gun,False,246,445208
154,FIR-100153,Kidnapping,Violent Crime,Dakshina Kannada,Vadodara PS,12.838278251675215,74.9027723738667,2026-07-08,20:21:47,Low,Closed,23571,916,Blunt Object,True,121,346679
155,FIR-100154,Assault,Violent Crime,Bengaluru Urban,Siliguri PS,12.985748570565395,77.63692744551119,2024-10-20,12:56:05,Medium,Chargesheet Filed,12189,2051,Knife,True,207,396893
156,FIR-100155,Cyber Crime,Cyber Crime,Bengaluru Urban,New Delhi PS,12.952272359897485,77.60132239161791,2025-10-24,12:25:39,High,Open,22720,5643,Unknown,True,223,491319
157,FIR-100156,Theft,Property Crime,Bengaluru Urban,Agartala PS,13.037512263177545,77.60656496539234,2026-05-10,08:51:08,High,Open,14197,256,Blunt Object,True,128,236305
158,FIR-100157,Burglary,Property Crime,Bengaluru Urban,Baranagar PS,13.019854123361142,77.55633279161704,2026-01-23,23:28:09,High,Under Investigation,10322,2908,Unknown,True,47,352769
159,FIR-100158,Burglary,Property Crime,Mysuru,Darbhanga PS,12.273286792681978,76.5696530772346,2026-02-26,02:04:20,Medium,Under Investigation,24175,544,None,False,32,435442
160,FIR-100159,Kidnapping,Violent Crime,Bengaluru Urban,Surendranagar Dudhrej PS,12.992732494346408,77.61328994471829,2025-06-03,12:11:58,Medium,Under Investigation,7776,1700,Blunt Object,True,145,326432
161,FIR-100160,Domestic Violence,Social Crime,Mysuru,Katihar PS,12.237587012763106,76.59566957136731,2026-04-19,23:05:31,High,Under Investigation,23607,6891,Gun,True,4,270157
162,FIR-100161,Robbery,Property Crime,Bengaluru Urban,Patiala PS,12.966055419862984,77.66031388682006,2026-02-13,16:46:11,Medium,Open,245,4051,Gun,False,75,282738
163,FIR-100162,Drug Trafficking,Organized Crime,Dakshina Kannada,Avadi PS,12.840064795783356,74.93314523489025,2026-06-30,19:38:07,Low,Under Investigation,14293,5906,Gun,True,181,140506
164,FIR-100163,Kidnapping,Violent Crime,Bengaluru Urban,Ranchi PS,13.002149253254151,77.62811314329018,2026-01-07,07:01:26,Medium,Under Investigation,10862,3507,Gun,True,191,16000
165,FIR-100164,Kidnapping,Violent Crime,Mysuru,Karaikudi PS,12.247469840563335,76.64459702012216,2026-07-16,22:10:13,Medium,Open,9401,3143,Knife,True,47,449247
166,FIR-100165,Burglary,Property Crime,Mysuru,Muzaffarpur PS,12.278703432596199,76.59858518286276,2025-06-12,16:17:41,High,Closed,23601,3290,Unknown,True,121,457211
167,FIR-100166,Robbery,Property Crime,Dakshina Kannada,Katihar PS,12.902890813175963,74.82544951195612,2025-08-29,10:56:24,High,Closed,20301,1384,Knife,False,247,445019
168,FIR-100167,Drug Trafficking,Organized Crime,Mysuru,Giridih PS,12.256507738742478,76.56407060134208,2026-05-19,15:48:54,Medium,Open,1437,4142,None,False,147,437859
169,FIR-100168,Kidnapping,Violent Crime,Dakshina Kannada,Siliguri PS,12.893932654734847,74.88677017860233,2024-09-10,01:57:53,Low,Chargesheet Filed,20000,7477,Blunt Object,False,101,51911
170,FIR-100169,Cyber Crime,Cyber Crime,Bengaluru Urban,Pune PS,12.895983035929413,77.64102558779683,2024-07-25,22:29:04,High,Under Investigation,13199,7558,Unknown,True,56,472682
171,FIR-100170,Burglary,Property Crime,Bengaluru Urban,Anand PS,12.914220874451075,77.6036539881651,2025-03-04,05:22:58,High,Under Investigation,14777,5224,Knife,True,147,274414
172,FIR-100171,Theft,Property Crime,Dakshina Kannada,Panipat PS,12.864208361100053,74.8516161564573,2026-05-01,10:14:41,Medium,Chargesheet Filed,22876,7487,Unknown,False,90,285427
173,FIR-100172,Burglary,Property Crime,Mysuru,Bhalswa Jahangir Pur PS,12.23715084331526,76.5596691183375,2025-06-16,21:08:53,Low,Closed,18154,694,Gun,False,86,246240
174,FIR-100173,Fraud,Financial Crime,Dakshina Kannada,Dhule PS,12.882718842629624,74.77939896687083,2026-01-01,05:29:38,Medium,Under Investigation,20632,1865,None,True,14,162567
175,FIR-100174,Kidnapping,Violent Crime,Bengaluru Urban,Raipur PS,12.938546952802845,77.55633499100979,2025-11-27,18:43:53,Medium,Under Investigation,10826,1288,Gun,False,4,257772
176,FIR-100175,Robbery,Property Crime,Dakshina Kannada,Dhanbad PS,12.859184315270067,74.85595434884067,2025-08-15,01:32:45,Medium,Under Investigation,6378,7332,Knife,True,184,202577
177,FIR-100176,Assault,Violent Crime,Bengaluru Urban,Mehsana PS,13.032282128143308,77.55090990659258,2025-07-11,01:24:21,High,Open,15879,2854,Blunt Object,True,232,88303
178,FIR-100177,Drug Trafficking,Organized Crime,Mysuru,Gorakhpur PS,12.367070408240467,76.57166304095063,2026-03-08,12:14:29,Low,Chargesheet Filed,5270,1258,Unknown,False,204,481851
179,FIR-100178,Assault,Violent Crime,Bengaluru Urban,Amritsar PS,13.004189835834488,77.6587750236765,2024-12-06,13:01:56,Medium,Under Investigation,3522,5832,None,False,151,89598
180,FIR-100179,Burglary,Property Crime,Dakshina Kannada,Karawal Nagar PS,12.980172526207324,74.87467065010189,2025-09-28,21:05:45,Medium,Closed,6004,4996,Blunt Object,True,71,57339
181,FIR-100180,Drug Trafficking,Organized Crime,Dakshina Kannada,Kottayam PS,12.917012042478563,74.83257124816228,2025-12-15,10:44:15,Low,Under Investigation,9116,5787,Blunt Object,True,125,481084
182,FIR-100181,Assault,Violent Crime,Mysuru,Shahjahanpur PS,12.375123139091047,76.56528294768852,2026-03-27,18:08:51,High,Under Investigation,2538,5801,Blunt Object,True,44,154336
183,FIR-100182,Cyber Crime,Cyber Crime,Mysuru,Guntur PS,12.281339683802884,76.67442760848326,2025-06-03,17:58:49,Low,Open,13105,778,None,True,100,244551
184,FIR-100183,Fraud,Financial Crime,Dakshina Kannada,Kota PS,12.932320990519635,74.78412382063794,2026-03-25,13:35:19,Medium,Under Investigation,16192,1794,Unknown,True,33,456836
185,FIR-100184,Domestic Violence,Social Crime,Bengaluru Urban,Hazaribagh PS,12.952512270152786,77.57587569449534,2025-05-10,13:13:31,Medium,Open,1977,3931,Knife,True,56,121721
186,FIR-100185,Robbery,Property Crime,Mysuru,New Delhi PS,12.281510498009638,76.63980663032558,2024-11-25,08:03:08,Medium,Under Investigation,9389,366,Gun,False,218,173705
187,FIR-100186,Burglary,Property Crime,Bengaluru Urban,Kalyan-Dombivli PS,12.904325992293805,77.6438077921964,2025-11-19,16:57:34,High,Closed,19874,2980,Blunt Object,False,23,429509
188,FIR-100187,Theft,Property Crime,Bengaluru Urban,Dehri PS,13.040201780511223,77.52072762469604,2026-03-24,08:14:45,Low,Closed,17887,7098,Knife,False,166,27529
189,FIR-100188,Fraud,Financial Crime,Dakshina Kannada,Kozhikode PS,12.96554626085759,74.88294970229641,2026-07-04,05:10:12,High,Closed,20739,6264,Knife,False,245,359086
190,FIR-100189,Murder,Violent Crime,Dakshina Kannada,Raurkela Industrial Township PS,12.948940384552698,74.87310241067262,2025-11-28,02:52:40,High,Chargesheet Filed,12847,7663,Blunt Object,False,38,276189
191,FIR-100190,Murder,Violent Crime,Mysuru,Chinsurah PS,12.340259526349731,76.71809386198638,2024-09-20,01:01:14,Medium,Under Investigation,18660,521,Knife,True,116,1506
192,FIR-100191,Kidnapping,Violent Crime,Dakshina Kannada,Nagpur PS,12.837498375250526,74.87718393978415,2026-03-04,17:49:52,Medium,Under Investigation,12436,5133,Unknown,True,201,320501
193,FIR-100192,Drug Trafficking,Organized Crime,Mysuru,Rourkela PS,12.309940978197542,76.58128946141616,2026-07-10,02:49:28,Low,Under Investigation,21606,5701,None,True,73,356818
194,FIR-100193,Assault,Violent Crime,Dakshina Kannada,Ichalkaranji PS,12.840893358746351,74.82622295122913,2025-07-25,06:46:33,Low,Chargesheet Filed,3069,6258,None,False,204,270199
195,FIR-100194,Assault,Violent Crime,Dakshina Kannada,Thane PS,12.840509943507374,74.85860012196447,2024-12-22,15:12:55,High,Under Investigation,13242,4374,Knife,True,86,112770
196,FIR-100195,Theft,Property Crime,Bengaluru Urban,Chinsurah PS,12.929435337325705,77.65143427552547,2026-02-01,15:04:40,Low,Open,15892,5417,Knife,False,222,429387
197,FIR-100196,Robbery,Property Crime,Dakshina Kannada,Rampur PS,12.878641884045281,74.79216908916987,2024-11-19,10:07:40,Medium,Open,20400,4450,Gun,True,145,308122
198,FIR-100197,Domestic Violence,Social Crime,Bengaluru Urban,Nagaon PS,13.038450826272694,77.63147814223521,2024-12-10,13:33:00,High,Open,22212,5428,Gun,False,174,442077
199,FIR-100198,Burglary,Property Crime,Dakshina Kannada,Nashik PS,12.88836365746768,74.786628063451,2024-12-30,09:12:04,Low,Open,9894,2292,Knife,True,114,213706
200,FIR-100199,Fraud,Financial Crime,Bengaluru Urban,Jalgaon PS,12.941410483654733,77.62826147031618,2025-02-08,09:08:38,Low,Chargesheet Filed,21421,4626,None,True,215,457006
201,FIR-100200,Fraud,Financial Crime,Mysuru,Sambhal PS,12.277913765864078,76.63079879381891,2025-08-10,08:01:23,Medium,Chargesheet Filed,7925,7741,Unknown,False,61,87239
202,FIR-100201,Murder,Violent Crime,Bengaluru Urban,Jamshedpur PS,12.995526901640025,77.59712331035648,2026-06-01,21:12:15,High,Chargesheet Filed,5345,3486,Blunt Object,True,65,263465
203,FIR-100202,Drug Trafficking,Organized Crime,Mysuru,Bhiwani PS,12.335286939166695,76.64248551335663,2026-03-26,12:43:22,Medium,Under Investigation,8136,2213,None,True,44,62893
204,FIR-100203,Assault,Violent Crime,Bengaluru Urban,Proddatur PS,13.044419698092064,77.59707768914046,2026-03-02,05:25:04,Low,Under Investigation,18875,253,None,True,201,458207
205,FIR-100204,Theft,Property Crime,Dakshina Kannada,Mumbai PS,12.958818105266642,74.78417681230839,2024-12-31,17:53:06,Medium,Under Investigation,4875,4235,Knife,True,113,390914
206,FIR-100205,Cyber Crime,Cyber Crime,Mysuru,Chandigarh PS,12.217016241554708,76.6846669679689,2025-12-14,11:16:58,Medium,Closed,3629,4776,Knife,False,17,202920
207,FIR-100206,Assault,Violent Crime,Bengaluru Urban,Alappuzha PS,12.95840381272596,77.54796896461959,2025-10-28,03:35:24,Low,Open,19592,4730,Blunt Object,False,15,372956
208,FIR-100207,Drug Trafficking,Organized Crime,Bengaluru Urban,Haridwar PS,12.984018341064926,77.65584255544425,2025-12-21,15:23:36,Low,Chargesheet Filed,23266,3568,Unknown,True,194,226665
209,FIR-100208,Theft,Property Crime,Dakshina Kannada,Bhagalpur PS,12.987301922672012,74.83216925299544,2025-08-16,15:05:31,Low,Closed,14993,6034,Knife,False,185,361895
210,FIR-100209,Cyber Crime,Cyber Crime,Mysuru,Madhyamgram PS,12.325997089472093,76.71271050365692,2024-08-03,21:27:34,High,Under Investigation,21195,6006,Gun,False,43,223166
211,FIR-100210,Cyber Crime,Cyber Crime,Bengaluru Urban,Gangtok PS,12.974970974192237,77.63028699522332,2024-09-18,10:42:41,Medium,Chargesheet Filed,13429,6543,Gun,False,222,231169
212,FIR-100211,Theft,Property Crime,Dakshina Kannada,Malegaon PS,12.882941371700056,74.78841363631344,2025-04-20,14:01:07,Low,Open,1035,1902,Knife,False,150,354730
213,FIR-100212,Drug Trafficking,Organized Crime,Mysuru,Karnal PS,12.283929571818264,76.70195294753019,2024-08-06,08:46:27,Low,Under Investigation,22383,4490,Unknown,False,4,126853
214,FIR-100213,Cyber Crime,Cyber Crime,Dakshina Kannada,Ichalkaranji PS,12.907082150209565,74.93388838230308,2026-02-27,02:00:10,Medium,Closed,19030,1661,Blunt Object,False,157,242561
215,FIR-100214,Fraud,Financial Crime,Mysuru,Pondicherry PS,12.337468984341713,76.66968682065348,2025-12-07,03:12:42,Low,Closed,10502,6953,None,True,5,77163
216,FIR-100215,Robbery,Property Crime,Bengaluru Urban,Tiruvottiyur PS,12.933800376599354,77.64710231735026,2025-10-02,08:26:24,Low,Under Investigation,10090,5341,None,True,198,393260
217,FIR-100216,Theft,Property Crime,Bengaluru Urban,Bhopal PS,12.917845888499494,77.55580870816252,2025-12-16,00:44:55,High,Under Investigation,9596,1827,Gun,True,30,456361
218,FIR-100217,Robbery,Property Crime,Bengaluru Urban,Pali PS,12.992830137362478,77.59432041748676,2024-10-29,03:44:45,High,Under Investigation,18115,4208,Gun,False,187,255271
219,FIR-100218,Domestic Violence,Social Crime,Mysuru,Shimoga PS,12.241537504644604,76.69745437935818,2025-01-25,20:55:41,High,Open,15924,307,Gun,True,166,8492
220,FIR-100219,Assault,Violent Crime,Mysuru,Ghaziabad PS,12.236679122177229,76.68788377553743,2026-05-20,05:46:43,High,Open,12803,6695,None,True,237,441295
221,FIR-100220,Theft,Property Crime,Dakshina Kannada,Chittoor PS,12.96647713825224,74.90973485686581,2025-07-15,04:47:59,Medium,Chargesheet Filed,13033,7993,Knife,False,143,258164
222,FIR-100221,Domestic Violence,Social Crime,Mysuru,Tirupati PS,12.30310497780806,76.56455044292338,2025-05-10,00:01:04,High,Chargesheet Filed,10666,3652,Knife,False,70,22223
223,FIR-100222,Murder,Violent Crime,Mysuru,Farrukhabad PS,12.293756013533221,76.66315966010208,2026-06-03,08:08:42,Low,Open,8846,1775,Unknown,False,6,133846
224,FIR-100223,Theft,Property Crime,Bengaluru Urban,Bhimavaram PS,12.909560517835041,77.59827722070075,2026-03-14,16:35:18,Low,Chargesheet Filed,14388,4123,None,True,97,311521
225,FIR-100224,Robbery,Property Crime,Dakshina Kannada,Kishanganj PS,12.836749230717762,74.9306846885598,2024-11-13,05:53:56,Medium,Under Investigation,12641,4549,Gun,False,213,59748
226,FIR-100225,Robbery,Property Crime,Dakshina Kannada,Howrah PS,12.891205365289604,74.83321266333706,2024-11-10,10:54:00,Medium,Closed,7179,7128,Knife,False,18,256397
227,FIR-100226,Cyber Crime,Cyber Crime,Bengaluru Urban,Orai PS,13.011321997326101,77.5628279530273,2026-07-04,21:57:24,Low,Chargesheet Filed,11254,1002,Unknown,False,235,221410
228,FIR-100227,Fraud,Financial Crime,Dakshina Kannada,Hazaribagh PS,12.897571139372749,74.82070881927247,2025-02-28,04:14:45,High,Closed,8294,2255,Unknown,True,148,126492
229,FIR-100228,Fraud,Financial Crime,Mysuru,Ghaziabad PS,12.368994356086775,76.58514784863316,2024-09-08,09:49:10,High,Open,2762,7300,Blunt Object,False,74,51276
230,FIR-100229,Murder,Violent Crime,Dakshina Kannada,Alwar PS,12.842075503530642,74.9122900156016,2024-09-01,16:28:54,Medium,Open,22169,5078,Blunt Object,False,168,142806
231,FIR-100230,Fraud,Financial Crime,Dakshina Kannada,Gopalpur PS,12.924193509834732,74.85257871355321,2025-08-27,20:17:50,Low,Chargesheet Filed,17998,538,Knife,False,96,447971
232,FIR-100231,Robbery,Property Crime,Mysuru,Secunderabad PS,12.29403708299341,76.63973615617635,2025-05-11,15:38:31,Low,Open,505,2513,Unknown,True,247,128802
233,FIR-100232,Domestic Violence,Social Crime,Bengaluru Urban,Jalgaon PS,12.920922190075174,77.58628961758089,2024-08-11,22:45:50,Low,Closed,22325,1867,Knife,True,212,27043
234,FIR-100233,Fraud,Financial Crime,Dakshina Kannada,Patna PS,12.871252117889336,74.86095373513302,2024-09-16,19:47:26,High,Under Investigation,16027,7173,Unknown,True,15,433129
235,FIR-100234,Burglary,Property Crime,Dakshina Kannada,Gwalior PS,12.89166440740556,74.81250398736053,2025-12-15,12:03:19,Medium,Open,21205,2272,Knife,False,105,374864
236,FIR-100235,Fraud,Financial Crime,Bengaluru Urban,Kolhapur PS,13.0059255269676,77.52709974280944,2024-11-20,10:54:15,High,Under Investigation,18416,71,Gun,True,174,232501
237,FIR-100236,Drug Trafficking,Organized Crime,Bengaluru Urban,Jabalpur PS,12.933253322103248,77.55037813289468,2025-07-27,19:24:36,High,Chargesheet Filed,24179,3366,Blunt Object,True,209,249238
238,FIR-100237,Fraud,Financial Crime,Dakshina Kannada,Latur PS,12.91278512050219,74.83850221191591,2025-11-04,01:03:57,Medium,Chargesheet Filed,1194,7817,Unknown,False,243,254872
239,FIR-100238,Cyber Crime,Cyber Crime,Dakshina Kannada,Motihari PS,12.955925348569451,74.78826010928336,2025-09-19,09:16:59,High,Chargesheet Filed,12971,4086,Unknown,False,21,224282
240,FIR-100239,Assault,Violent Crime,Bengaluru Urban,Karawal Nagar PS,12.949661741103968,77.53634373154769,2025-07-26,01:38:40,High,Under Investigation,1244,1545,Unknown,True,104,393650
241,FIR-100240,Cyber Crime,Cyber Crime,Dakshina Kannada,Ahmednagar PS,12.89751938086973,74.8615907244537,2025-07-28,09:57:55,Low,Open,18470,2869,Gun,False,40,263185
242,FIR-100241,Domestic Violence,Social Crime,Bengaluru Urban,Bokaro PS,12.965171775537902,77.62579695797136,2024-08-07,08:37:44,Low,Open,17074,4347,Blunt Object,True,178,466454
243,FIR-100242,Robbery,Property Crime,Mysuru,Nadiad PS,12.219762741896636,76.61080337253465,2024-10-26,10:24:31,High,Under Investigation,6637,3702,Knife,False,81,299460
244,FIR-100243,Cyber Crime,Cyber Crime,Bengaluru Urban,South Dumdum PS,12.982391339997838,77.65819663374427,2025-10-10,23:15:57,Low,Chargesheet Filed,7359,6715,Blunt Object,False,145,236236
245,FIR-100244,Cyber Crime,Cyber Crime,Bengaluru Urban,Fatehpur PS,12.983152287119667,77.52268762222187,2024-09-08,20:03:42,Low,Chargesheet Filed,13876,2481,Blunt Object,False,8,126316
246,FIR-100245,Fraud,Financial Crime,Dakshina Kannada,Gorakhpur PS,12.89711655204646,74.82785637600088,2024-08-27,14:56:14,Medium,Chargesheet Filed,11596,6411,Gun,False,218,461670
247,FIR-100246,Cyber Crime,Cyber Crime,Mysuru,Mehsana PS,12.239760968820246,76.67189061258048,2026-07-02,05:12:23,Low,Closed,1007,2978,Unknown,False,195,72373
248,FIR-100247,Cyber Crime,Cyber Crime,Bengaluru Urban,Karimnagar PS,12.987465768720469,77.62848864453892,2026-01-26,04:28:09,High,Closed,5218,3485,Unknown,True,97,415882
249,FIR-100248,Drug Trafficking,Organized Crime,Bengaluru Urban,Raipur PS,12.961155652950314,77.62966974312165,2025-06-26,11:02:19,Low,Open,21045,1908,Unknown,True,9,455914
250,FIR-100249,Robbery,Property Crime,Dakshina Kannada,Nadiad PS,12.935446985266479,74.8504506585908,2024-10-29,11:36:09,Low,Open,12220,4290,Gun,False,41,243776
251,FIR-100250,Theft,Property Crime,Dakshina Kannada,Ichalkaranji PS,12.966057274921294,74.81373823388174,2025-10-29,12:51:42,High,Open,21223,5405,None,False,200,456292
252,FIR-100251,Domestic Violence,Social Crime,Mysuru,Durg PS,12.373515713136523,76.5942388042505,2026-07-13,20:28:51,Low,Open,11540,5003,Knife,True,20,1147
253,FIR-100252,Drug Trafficking,Organized Crime,Mysuru,Meerut PS,12.223508319949264,76.70806736143214,2026-05-10,20:27:29,Low,Closed,19574,557,Blunt Object,False,68,73988
254,FIR-100253,Murder,Violent Crime,Bengaluru Urban,Hospet PS,12.941442468660565,77.520121620353,2025-02-02,09:30:20,Medium,Chargesheet Filed,14059,1627,Blunt Object,True,76,279014
255,FIR-100254,Murder,Violent Crime,Mysuru,Khandwa PS,12.215856448100212,76.63022266754002,2025-08-16,09:56:55,Low,Closed,1126,6706,Knife,False,142,112607
256,FIR-100255,Assault,Violent Crime,Dakshina Kannada,Ambattur PS,12.880142228840848,74.9334917946045,2025-01-08,00:40:50,Low,Chargesheet Filed,18783,1082,None,True,79,294348
257,FIR-100256,Theft,Property Crime,Dakshina Kannada,Mirzapur PS,12.886585631629021,74.81414108882211,2025-07-07,05:17:52,High,Chargesheet Filed,9475,807,None,False,34,386455
258,FIR-100257,Kidnapping,Violent Crime,Mysuru,Kirari Suleman Nagar PS,12.33976635618948,76.67845989767949,2024-10-13,08:46:59,Low,Closed,20623,947,Gun,True,4,398932
259,FIR-100258,Robbery,Property Crime,Bengaluru Urban,Vasai-Virar PS,12.983017863643777,77.56629572928559,2025-05-10,23:10:01,High,Closed,24580,1120,None,False,226,3106
260,FIR-100259,Cyber Crime,Cyber Crime,Mysuru,Pimpri-Chinchwad PS,12.34496308963494,76.62849941274474,2025-10-05,08:47:49,Low,Chargesheet Filed,13984,1605,Unknown,True,40,240982
